Entity,EntityDocumentsId,NewDocumentIndicator,RecordInsertDate
AUC,46368,N,2022-12-13
AUC,46369,N,2022-12-13
AUC,46370,N,2022-12-13
AUC,46371,N,2022-12-13
AUC,46372,N,2022-12-13
AUC,46373,N,2022-12-13
AUC,46374,N,2022-12-13
AUC,46375,N,2022-12-13
AUC,46376,N,2022-12-13
AUC,46377,N,2022-12-13
AUC,46378,N,2022-12-13
AUC,46379,N,2022-12-13
AUC,46380,N,2022-12-13
AUC,46381,N,2022-12-13
AUC,46382,N,2022-12-13
AUC,46383,N,2022-12-13
AUC,46384,N,2022-12-13
AUC,46385,N,2022-12-13
AUC,46386,N,2022-12-13
AUC,46387,N,2022-12-13
AUC,46388,N,2022-12-13
AUC,46389,N,2022-12-13
AUC,46390,N,2022-12-13
AUC,46391,N,2022-12-13
AUC,46392,N,2022-12-13
AUC,46393,N,2022-12-13
AUC,46394,N,2022-12-13
AUC,46395,N,2022-12-13
AUC,46396,N,2022-12-13
AUC,46397,N,2022-12-13
AUC,46398,N,2022-12-13
AUC,46399,N,2022-12-13
AUC,46400,N,2022-12-13
AUC,46401,N,2022-12-13
AUC,46402,N,2022-12-13
AUC,46403,N,2022-12-13
AUC,46404,N,2022-12-13
AUC,46405,N,2022-12-13
AUC,46406,N,2022-12-13
AUC,46407,N,2022-12-13
AUC,46408,N,2022-12-13
AUC,46409,N,2022-12-13
AUC,46410,N,2022-12-13
AUC,46411,N,2022-12-13
AUC,46412,N,2022-12-13
AUC,46413,N,2022-12-13
AUC,46414,N,2022-12-13
AUC,46415,N,2022-12-13
AUC,46416,N,2022-12-13
AUC,46417,N,2022-12-13
AUC,46418,N,2022-12-13
AUC,46419,N,2022-12-13
AUC,46420,N,2022-12-13
AUC,46421,N,2022-12-13
AUC,46422,N,2022-12-13
AUC,46423,N,2022-12-13
AUC,46424,N,2022-12-13
AUC,46425,N,2022-12-13
AUC,46426,N,2022-12-13
AUC,46427,N,2022-12-13
AUC,46428,N,2022-12-13
AUC,46429,N,2022-12-13
AUC,46430,N,2022-12-13
AUC,46431,N,2022-12-13
AUC,46432,N,2022-12-13
AUC,46433,N,2022-12-13
AUC,46434,N,2022-12-13
AUC,46435,N,2022-12-13
AUC,46436,N,2022-12-13
AUC,46437,N,2022-12-13
AUC,46438,N,2022-12-13
AUC,46439,N,2022-12-13
AUC,46440,N,2022-12-13
AUC,46441,N,2022-12-13
AUC,46442,N,2022-12-13
AUC,46443,N,2022-12-13
AUC,46444,N,2022-12-13
AUC,46445,N,2022-12-13
AUC,46446,N,2022-12-13
AUC,46447,N,2022-12-13
AUC,46448,N,2022-12-13
AUC,46449,N,2022-12-13
AUC,46450,N,2022-12-13
AUC,46451,N,2022-12-13
AUC,46452,N,2022-12-13
AUC,46453,N,2022-12-13
AUC,46454,N,2022-12-13
AUC,46455,N,2022-12-13
AUC,46456,N,2022-12-13
AUC,46457,N,2022-12-13
AUC,46458,N,2022-12-13
AUC,46459,N,2022-12-13
AUC,46460,N,2022-12-13
AUC,46461,N,2022-12-13
AUC,46462,N,2022-12-13
AUC,46463,N,2022-12-13
AUC,46464,N,2022-12-13
AUC,46465,N,2022-12-13
AUC,46466,N,2022-12-13
AUC,46467,N,2022-12-13
AUC,46468,N,2022-12-13
AUC,46469,N,2022-12-13
AUC,46470,N,2022-12-13
AUC,46471,N,2022-12-13
AUC,46472,N,2022-12-13
AUC,46473,N,2022-12-13
AUC,46474,N,2022-12-13
AUC,46475,N,2022-12-13
AUC,46476,N,2022-12-13
AUC,46477,N,2022-12-13
AUC,46478,N,2022-12-13
AUC,46479,N,2022-12-13
AUC,46480,N,2022-12-13
AUC,46481,N,2022-12-13
AUC,46482,N,2022-12-13
AUC,46483,N,2022-12-13
AUC,46484,N,2022-12-13
AUC,46485,N,2022-12-13
AUC,46486,N,2022-12-13
AUC,46487,N,2022-12-13
AUC,46488,N,2022-12-13
AUC,46489,N,2022-12-13
AUC,46490,N,2022-12-13
AUC,46491,N,2022-12-13
AUC,46492,N,2022-12-13
AUC,46493,N,2022-12-13
AUC,46494,N,2022-12-13
AUC,46495,N,2022-12-13
AUC,46496,N,2022-12-13
AUC,46497,N,2022-12-13
AUC,46498,N,2022-12-13
AUC,46499,N,2022-12-13
AUC,46500,N,2022-12-13
AUC,46501,N,2022-12-13
AUC,46502,N,2022-12-13
AUC,46503,N,2022-12-13
AUC,46504,N,2022-12-13
AUC,46505,N,2022-12-13
AUC,46506,N,2022-12-13
AUC,46507,N,2022-12-13
AUC,46508,N,2022-12-13
AUC,46509,N,2022-12-13
AUC,46510,N,2022-12-13
AUC,46511,N,2022-12-13
AUC,46512,N,2022-12-13
AUC,46513,N,2022-12-13
AUC,46514,N,2022-12-13
AUC,46515,N,2022-12-13
AUC,46516,N,2022-12-13
AUC,46517,N,2022-12-13
AUC,46518,N,2022-12-13
AUC,46519,N,2022-12-13
AUC,46520,N,2022-12-13
AUC,46521,N,2022-12-13
AUC,46522,N,2022-12-13
AUC,46523,N,2022-12-13
AUC,46524,N,2022-12-13
AUC,46525,N,2022-12-13
AUC,46526,N,2022-12-13
AUC,46527,N,2022-12-13
AUC,46528,N,2022-12-13
AUC,46529,N,2022-12-13
AUC,46530,N,2022-12-13
AUC,46531,N,2022-12-13
AUC,46532,N,2022-12-13
AUC,46533,N,2022-12-13
AUC,46534,N,2022-12-13
AUC,46535,N,2022-12-13
AUC,46536,N,2022-12-13
AUC,46537,N,2022-12-13
AUC,46538,N,2022-12-13
AUC,46539,N,2022-12-13
AUC,46540,N,2022-12-13
AUC,46541,N,2022-12-13
AUC,46542,N,2022-12-13
AUC,46543,N,2022-12-13
AUC,46544,N,2022-12-13
AUC,46545,N,2022-12-13
AUC,46546,N,2022-12-13
AUC,46547,N,2022-12-13
AUC,46548,N,2022-12-13
AUC,46549,N,2022-12-13
AUC,46550,N,2022-12-13
AUC,46551,N,2022-12-13
AUC,46552,N,2022-12-13
AUC,46553,N,2022-12-13
AUC,46554,N,2022-12-13
AUC,46555,N,2022-12-13
AUC,46556,N,2022-12-13
AUC,46557,N,2022-12-13
AUC,46558,N,2022-12-13
AUC,46559,N,2022-12-13
AUC,46560,N,2022-12-13
AUC,46561,N,2022-12-13
AUC,46562,N,2022-12-13
AUC,46563,N,2022-12-13
AUC,46564,N,2022-12-13
AUC,46565,N,2022-12-13
AUC,46566,N,2022-12-13
AUC,46567,N,2022-12-13
AUC,46568,N,2022-12-13
AUC,46569,N,2022-12-13
AUC,46570,N,2022-12-13
AUC,46571,N,2022-12-13
AUC,46572,N,2022-12-13
AUC,46573,N,2022-12-13
AUC,46574,N,2022-12-13
AUC,46575,N,2022-12-13
AUC,46576,N,2022-12-13
AUC,46577,N,2022-12-13
AUC,46578,N,2022-12-13
AUC,46579,N,2022-12-13
AUC,46580,N,2022-12-13
AUC,46581,N,2022-12-13
AUC,46582,N,2022-12-13
AUC,46583,N,2022-12-13
AUC,46584,N,2022-12-13
AUC,46585,N,2022-12-13
AUC,46586,N,2022-12-13
AUC,46587,N,2022-12-13
AUC,46588,N,2022-12-13
AUC,46589,N,2022-12-13
AUC,46590,N,2022-12-13
AUC,46591,N,2022-12-13
AUC,46592,N,2022-12-13
AUC,46593,N,2022-12-13
AUC,46594,N,2022-12-13
AUC,46595,N,2022-12-13
AUC,46596,N,2022-12-13
AUC,46597,N,2022-12-13
AUC,46598,N,2022-12-13
AUC,46599,N,2022-12-13
AUC,46600,N,2022-12-13
AUC,46601,N,2022-12-13
AUC,46602,N,2022-12-13
AUC,46603,N,2022-12-13
AUC,46604,N,2022-12-13
AUC,46605,N,2022-12-13
AUC,46606,N,2022-12-13
AUC,46607,N,2022-12-13
AUC,46608,N,2022-12-13
AUC,46609,N,2022-12-13
AUC,46610,N,2022-12-13
AUC,46611,N,2022-12-13
AUC,46612,N,2022-12-13
AUC,46613,N,2022-12-13
AUC,46614,N,2022-12-13
AUC,46615,N,2022-12-13
AUC,46616,N,2022-12-13
AUC,46617,N,2022-12-13
AUC,46618,N,2022-12-13
AUC,46619,N,2022-12-13
AUC,46620,N,2022-12-13
AUC,46621,N,2022-12-13
AUC,46622,N,2022-12-13
AUC,46623,N,2022-12-13
AUC,46624,N,2022-12-13
AUC,46625,N,2022-12-13
AUC,46626,N,2022-12-13
AUC,46627,N,2022-12-13
AUC,46628,N,2022-12-13
AUC,46629,N,2022-12-13
AUC,46630,N,2022-12-13
AUC,46631,N,2022-12-13
AUC,46632,N,2022-12-13
AUC,46633,N,2022-12-13
AUC,46634,N,2022-12-13
AUC,46635,N,2022-12-13
AUC,46636,N,2022-12-13
AUC,46637,N,2022-12-13
AUC,46638,N,2022-12-13
AUC,46639,N,2022-12-13
AUC,46640,N,2022-12-13
AUC,46641,N,2022-12-13
AUC,46642,N,2022-12-13
AUC,46643,N,2022-12-13
AUC,46644,N,2022-12-13
AUC,46645,N,2022-12-13
AUC,46646,N,2022-12-13
AUC,46647,N,2022-12-13
AUC,46648,N,2022-12-13
AUC,46649,N,2022-12-13
AUC,46650,N,2022-12-13
AUC,46651,N,2022-12-13
AUC,46652,N,2022-12-13
AUC,46653,N,2022-12-13
AUC,46654,N,2022-12-13
AUC,46655,N,2022-12-13
AUC,46656,N,2022-12-13
AUC,46657,N,2022-12-13
AUC,46658,N,2022-12-13
AUC,46659,N,2022-12-13
AUC,46660,N,2022-12-13
AUC,46661,N,2022-12-13
AUC,46662,N,2022-12-13
AUC,46663,N,2022-12-13
AUC,46664,N,2022-12-13
AUC,46665,N,2022-12-13
AUC,46666,N,2022-12-13
AUC,46667,N,2022-12-13
AUC,46668,N,2022-12-13
AUC,46669,N,2022-12-13
AUC,46670,N,2022-12-13
AUC,46671,N,2022-12-13
AUC,46672,N,2022-12-13
AUC,46673,N,2022-12-13
AUC,46674,N,2022-12-13
AUC,46675,N,2022-12-13
AUC,46676,N,2022-12-13
AUC,46677,N,2022-12-13
AUC,46678,N,2022-12-13
AUC,46679,N,2022-12-13
AUC,46680,N,2022-12-13
AUC,46681,N,2022-12-13
AUC,46682,N,2022-12-13
AUC,46683,N,2022-12-13
AUC,46684,N,2022-12-13
AUC,46685,N,2022-12-13
AUC,46686,N,2022-12-13
AUC,46687,N,2022-12-13
AUC,46688,N,2022-12-13
AUC,46689,N,2022-12-13
AUC,46690,N,2022-12-13
AUC,46691,N,2022-12-13
AUC,46692,N,2022-12-13
AUC,46693,N,2022-12-13
AUC,46694,N,2022-12-13
AUC,46695,N,2022-12-13
AUC,46696,N,2022-12-13
AUC,46697,N,2022-12-13
AUC,46698,N,2022-12-13
AUC,46699,N,2022-12-13
AUC,46700,N,2022-12-13
AUC,46701,N,2022-12-13
AUC,46702,N,2022-12-13
AUC,46703,N,2022-12-13
AUC,46704,N,2022-12-13
AUC,46705,N,2022-12-13
AUC,46706,N,2022-12-13
AUC,46707,N,2022-12-13
AUC,46708,N,2022-12-13
AUC,46709,N,2022-12-13
AUC,46710,N,2022-12-13
AUC,46711,N,2022-12-13
AUC,46712,N,2022-12-13
AUC,46713,N,2022-12-13
AUC,46714,N,2022-12-13
AUC,46715,N,2022-12-13
AUC,46716,N,2022-12-13
AUC,46717,N,2022-12-13
AUC,46718,N,2022-12-13
AUC,46719,N,2022-12-13
AUC,46720,N,2022-12-13
AUC,46721,N,2022-12-13
AUC,46722,N,2022-12-13
AUC,46723,N,2022-12-13
AUC,46724,N,2022-12-13
AUC,46725,N,2022-12-13
AUC,46726,N,2022-12-13
AUC,46727,N,2022-12-13
AUC,46728,N,2022-12-13
AUC,46729,N,2022-12-13
AUC,46730,N,2022-12-13
AUC,46731,N,2022-12-13
AUC,46732,N,2022-12-13
AUC,46733,N,2022-12-13
AUC,46734,N,2022-12-13
AUC,46735,N,2022-12-13
AUC,46736,N,2022-12-13
AUC,46737,N,2022-12-13
AUC,46738,N,2022-12-13
AUC,46739,N,2022-12-13
AUC,46740,N,2022-12-13
AUC,46741,N,2022-12-13
AUC,46742,N,2022-12-13
AUC,46743,N,2022-12-13
AUC,46744,N,2022-12-13
AUC,46745,N,2022-12-13
AUC,46746,N,2022-12-13
AUC,46747,N,2022-12-13
AUC,46748,N,2022-12-13
AUC,46749,N,2022-12-13
AUC,46750,N,2022-12-13
AUC,46751,N,2022-12-13
AUC,46752,N,2022-12-13
AUC,46753,N,2022-12-13
AUC,46754,N,2022-12-13
AUC,46755,N,2022-12-13
AUC,46756,N,2022-12-13
AUC,46757,N,2022-12-13
AUC,46758,N,2022-12-13
AUC,46759,N,2022-12-13
AUC,46760,N,2022-12-13
AUC,46761,N,2022-12-13
AUC,46762,N,2022-12-13
AUC,46763,N,2022-12-13
AUC,46764,N,2022-12-13
AUC,46765,N,2022-12-13
AUC,46766,N,2022-12-13
AUC,46767,N,2022-12-13
AUC,46768,N,2022-12-13
AUC,46769,N,2022-12-13
AUC,46770,N,2022-12-13
AUC,46771,N,2022-12-13
AUC,46772,N,2022-12-13
AUC,46773,N,2022-12-13
AUC,46774,N,2022-12-13
AUC,46775,N,2022-12-13
AUC,46776,N,2022-12-13
AUC,46777,N,2022-12-13
AUC,46778,N,2022-12-13
AUC,46779,N,2022-12-13
AUC,46780,N,2022-12-13
AUC,46781,N,2022-12-13
AUC,46782,N,2022-12-13
AUC,46783,N,2022-12-13
AUC,46784,N,2022-12-13
AUC,46785,N,2022-12-13
AUC,46786,N,2022-12-13
AUC,46787,N,2022-12-13
AUC,46788,N,2022-12-13
AUC,46789,N,2022-12-13
AUC,46790,N,2022-12-13
AUC,46791,N,2022-12-13
AUC,46792,N,2022-12-13
AUC,46793,N,2022-12-13
AUC,46794,N,2022-12-13
AUC,46795,N,2022-12-13
AUC,46796,N,2022-12-13
AUC,46797,N,2022-12-13
AUC,46798,N,2022-12-13
AUC,46799,N,2022-12-13
AUC,46800,N,2022-12-13
AUC,46801,N,2022-12-13
AUC,46802,N,2022-12-13
AUC,46803,N,2022-12-13
AUC,46804,N,2022-12-13
AUC,46805,N,2022-12-13
AUC,46806,N,2022-12-13
AUC,46807,N,2022-12-13
AUC,46808,N,2022-12-13
AUC,46809,N,2022-12-13
AUC,46810,N,2022-12-13
AUC,46811,N,2022-12-13
AUC,46812,N,2022-12-13
AUC,46813,N,2022-12-13
AUC,46814,N,2022-12-13
AUC,46815,N,2022-12-13
AUC,46816,N,2022-12-13
AUC,46817,N,2022-12-13
AUC,46818,N,2022-12-13
AUC,46819,N,2022-12-13
AUC,46820,N,2022-12-13
AUC,46821,N,2022-12-13
AUC,46822,N,2022-12-13
AUC,46823,N,2022-12-13
AUC,46824,N,2022-12-13
AUC,46825,N,2022-12-13
AUC,46826,N,2022-12-13
AUC,46827,N,2022-12-13
AUC,46828,N,2022-12-13
AUC,46829,N,2022-12-13
AUC,46830,N,2022-12-13
AUC,46831,N,2022-12-13
AUC,46832,N,2022-12-13
AUC,46833,N,2022-12-13
AUC,46834,N,2022-12-13
AUC,46835,N,2022-12-13
AUC,46836,N,2022-12-13
AUC,46837,N,2022-12-13
AUC,46838,N,2022-12-13
AUC,46839,N,2022-12-13
AUC,46840,N,2022-12-13
AUC,46841,N,2022-12-13
AUC,46842,N,2022-12-13
AUC,46843,N,2022-12-13
AUC,46844,N,2022-12-13
AUC,46845,N,2022-12-13
AUC,46846,N,2022-12-13
AUC,46847,N,2022-12-13
AUC,46848,N,2022-12-13
AUC,46849,N,2022-12-13
AUC,46850,N,2022-12-13
AUC,46851,N,2022-12-13
AUC,46852,N,2022-12-13
AUC,46853,N,2022-12-13
AUC,46854,N,2022-12-13
AUC,46855,N,2022-12-13
AUC,46856,N,2022-12-13
AUC,46857,N,2022-12-13
AUC,46858,N,2022-12-13
AUC,46859,N,2022-12-13
AUC,46860,N,2022-12-13
AUC,46861,N,2022-12-13
AUC,46862,N,2022-12-13
AUC,46863,N,2022-12-13
AUC,46864,N,2022-12-13
AUC,46865,N,2022-12-13
AUC,46866,N,2022-12-13
AUC,46867,N,2022-12-13
AUC,46868,N,2022-12-13
AUC,46869,N,2022-12-13
AUC,46870,N,2022-12-13
AUC,46871,N,2022-12-13
AUC,46872,N,2022-12-13
AUC,46873,N,2022-12-13
AUC,46874,N,2022-12-13
AUC,46875,N,2022-12-13
AUC,46876,N,2022-12-13
AUC,46877,N,2022-12-13
AUC,46878,N,2022-12-13
AUC,46879,N,2022-12-13
AUC,46880,N,2022-12-13
AUC,46881,N,2022-12-13
AUC,46882,N,2022-12-13
AUC,46883,N,2022-12-13
AUC,46884,N,2022-12-13
AUC,46885,N,2022-12-13
AUC,46886,N,2022-12-13
AUC,46887,N,2022-12-13
AUC,46888,N,2022-12-13
AUC,46889,N,2022-12-13
AUC,46890,N,2022-12-13
AUC,46891,N,2022-12-13
AUC,46892,N,2022-12-13
AUC,46893,N,2022-12-13
AUC,46894,N,2022-12-13
AUC,46895,N,2022-12-13
AUC,46896,N,2022-12-13
AUC,46897,N,2022-12-13
AUC,46898,N,2022-12-13
AUC,46899,N,2022-12-13
AUC,46900,N,2022-12-13
AUC,46901,N,2022-12-13
AUC,46902,N,2022-12-13
AUC,46903,N,2022-12-13
AUC,46904,N,2022-12-13
AUC,46905,N,2022-12-13
AUC,46906,N,2022-12-13
AUC,46907,N,2022-12-13
AUC,46908,N,2022-12-13
AUC,46909,N,2022-12-13
AUC,46910,N,2022-12-13
AUC,46911,N,2022-12-13
AUC,46912,N,2022-12-13
AUC,46913,N,2022-12-13
AUC,46914,N,2022-12-13
AUC,46915,N,2022-12-13
AUC,46916,N,2022-12-13
AUC,46917,N,2022-12-13
AUC,46918,N,2022-12-13
AUC,46919,N,2022-12-13
AUC,46920,N,2022-12-13
AUC,46921,N,2022-12-13
AUC,46922,N,2022-12-13
AUC,46923,N,2022-12-13
AUC,46924,N,2022-12-13
AUC,46925,N,2022-12-13
AUC,46926,N,2022-12-13
AUC,46927,N,2022-12-13
AUC,46928,N,2022-12-13
AUC,46929,N,2022-12-13
AUC,46930,N,2022-12-13
AUC,46931,N,2022-12-13
AUC,46932,N,2022-12-13
AUC,46933,N,2022-12-13
AUC,46934,N,2022-12-13
AUC,46935,N,2022-12-13
AUC,46936,N,2022-12-13
AUC,46937,N,2022-12-13
AUC,46938,N,2022-12-13
AUC,46939,N,2022-12-13
AUC,46940,N,2022-12-13
AUC,46941,N,2022-12-13
AUC,46942,N,2022-12-13
AUC,46943,N,2022-12-13
AUC,46944,N,2022-12-13
AUC,46945,N,2022-12-13
AUC,46946,N,2022-12-13
AUC,46947,N,2022-12-13
AUC,46948,N,2022-12-13
AUC,46949,N,2022-12-13
AUC,46950,N,2022-12-13
AUC,46951,N,2022-12-13
AUC,46952,N,2022-12-13
AUC,46953,N,2022-12-13
AUC,46954,N,2022-12-13
AUC,46955,N,2022-12-13
AUC,46956,N,2022-12-13
AUC,46957,N,2022-12-13
AUC,46958,N,2022-12-13
AUC,46959,N,2022-12-13
AUC,46960,N,2022-12-13
AUC,46961,N,2022-12-13
AUC,46962,N,2022-12-13
AUC,46963,N,2022-12-13
AUC,46964,N,2022-12-13
AUC,46965,N,2022-12-13
AUC,46966,N,2022-12-13
AUC,46967,N,2022-12-13
AUC,46968,N,2022-12-13
AUC,46969,N,2022-12-13
AUC,46970,N,2022-12-13
AUC,46971,N,2022-12-13
AUC,46972,N,2022-12-13
AUC,46973,N,2022-12-13
AUC,46974,N,2022-12-13
AUC,46975,N,2022-12-13
AUC,46976,N,2022-12-13
AUC,46977,N,2022-12-13
AUC,46978,N,2022-12-13
AUC,46979,N,2022-12-13
AUC,46980,N,2022-12-13
AUC,46981,N,2022-12-13
AUC,46982,N,2022-12-13
AUC,46983,N,2022-12-13
AUC,46984,N,2022-12-13
AUC,46985,N,2022-12-13
AUC,46986,N,2022-12-13
AUC,46987,N,2022-12-13
AUC,46988,N,2022-12-13
AUC,46989,N,2022-12-13
AUC,46990,N,2022-12-13
AUC,46991,N,2022-12-13
AUC,46992,N,2022-12-13
AUC,46993,N,2022-12-13
AUC,46994,N,2022-12-13
AUC,46995,N,2022-12-13
AUC,46996,N,2022-12-13
AUC,46997,N,2022-12-13
AUC,46998,N,2022-12-13
AUC,46999,N,2022-12-13
AUC,47000,N,2022-12-13
AUC,47001,N,2022-12-13
AUC,47002,N,2022-12-13
AUC,47003,N,2022-12-13
AUC,47004,N,2022-12-13
AUC,47005,N,2022-12-13
AUC,47006,N,2022-12-13
AUC,47007,N,2022-12-13
AUC,47008,N,2022-12-13
AUC,47009,N,2022-12-13
AUC,47010,N,2022-12-13
AUC,47011,N,2022-12-13
AUC,47012,N,2022-12-13
AUC,47013,N,2022-12-13
AUC,47014,N,2022-12-13
AUC,47015,N,2022-12-13
AUC,47016,N,2022-12-13
AUC,47017,N,2022-12-13
AUC,47018,N,2022-12-13
AUC,47019,N,2022-12-13
AUC,47020,N,2022-12-13
AUC,47021,N,2022-12-13
AUC,47022,N,2022-12-13
AUC,47023,N,2022-12-13
AUC,47024,N,2022-12-13
AUC,47025,N,2022-12-13
AUC,47026,N,2022-12-13
AUC,47027,N,2022-12-13
AUC,47028,N,2022-12-13
AUC,47029,N,2022-12-13
AUC,47030,N,2022-12-13
AUC,47031,N,2022-12-13
AUC,47032,N,2022-12-13
AUC,47033,N,2022-12-13
AUC,47034,N,2022-12-13
AUC,47035,N,2022-12-13
AUC,47036,N,2022-12-13
AUC,47037,N,2022-12-13
AUC,47038,N,2022-12-13
AUC,47039,N,2022-12-13
AUC,47040,N,2022-12-13
AUC,47041,N,2022-12-13
AUC,47042,N,2022-12-13
AUC,47043,N,2022-12-13
AUC,47044,N,2022-12-13
AUC,47045,N,2022-12-13
AUC,47046,N,2022-12-13
AUC,47047,N,2022-12-13
AUC,47048,N,2022-12-13
AUC,47049,N,2022-12-13
AUC,47050,N,2022-12-13
AUC,47051,N,2022-12-13
AUC,47052,N,2022-12-13
AUC,47053,N,2022-12-13
AUC,47054,N,2022-12-13
AUC,47055,N,2022-12-13
AUC,47056,N,2022-12-13
AUC,47057,N,2022-12-13
AUC,47058,N,2022-12-13
AUC,47059,N,2022-12-13
AUC,47060,N,2022-12-13
AUC,47061,N,2022-12-13
AUC,47062,N,2022-12-13
AUC,47063,N,2022-12-13
AUC,47064,N,2022-12-13
AUC,47065,N,2022-12-13
AUC,47066,N,2022-12-13
AUC,47067,N,2022-12-13
AUC,47068,N,2022-12-13
AUC,47069,N,2022-12-13
AUC,47070,N,2022-12-13
AUC,47071,N,2022-12-13
AUC,47072,N,2022-12-13
AUC,47073,N,2022-12-13
AUC,47074,N,2022-12-13
AUC,47075,N,2022-12-13
AUC,47076,N,2022-12-13
AUC,47077,N,2022-12-13
AUC,47078,N,2022-12-13
AUC,47079,N,2022-12-13
AUC,47080,N,2022-12-13
AUC,47081,N,2022-12-13
AUC,47082,N,2022-12-13
AUC,47083,N,2022-12-13
AUC,47084,N,2022-12-13
AUC,47085,N,2022-12-13
AUC,47086,N,2022-12-13
AUC,47087,N,2022-12-13
AUC,47088,N,2022-12-13
AUC,47089,N,2022-12-13
AUC,47090,N,2022-12-13
AUC,47091,N,2022-12-13
AUC,47092,N,2022-12-13
AUC,47093,N,2022-12-13
AUC,47094,N,2022-12-13
AUC,47095,N,2022-12-13
AUC,47096,N,2022-12-13
AUC,47097,N,2022-12-13
AUC,47098,N,2022-12-13
AUC,47099,N,2022-12-13
AUC,47100,N,2022-12-13
AUC,47101,N,2022-12-13
AUC,47102,N,2022-12-13
AUC,47103,N,2022-12-13
AUC,47104,N,2022-12-13
AUC,47105,N,2022-12-13
AUC,47106,N,2022-12-13
AUC,47107,N,2022-12-13
AUC,47108,N,2022-12-13
AUC,47109,N,2022-12-13
AUC,47110,N,2022-12-13
CER,47378,N,2022-12-14
CER,47379,N,2022-12-14
CER,47380,N,2022-12-14
CER,47381,N,2022-12-14
CER,47382,N,2022-12-14
CER,47383,N,2022-12-14
CER,47384,N,2022-12-14
CER,47385,N,2022-12-14
CER,47386,N,2022-12-14
CER,47387,N,2022-12-14
CER,47388,N,2022-12-14
CER,47389,N,2022-12-14
CER,47390,N,2022-12-14
CER,47391,N,2022-12-14
CER,47392,N,2022-12-14
CER,47393,N,2022-12-14
CER,47394,N,2022-12-14
CER,47395,N,2022-12-14
CER,47396,N,2022-12-14
CER,47397,N,2022-12-14
CER,47398,N,2022-12-14
CER,47399,N,2022-12-14
CER,47400,N,2022-12-14
CER,47401,N,2022-12-14
CER,47402,N,2022-12-14
CER,47403,N,2022-12-14
CER,47404,N,2022-12-14
CER,47405,N,2022-12-14
CER,47406,N,2022-12-14
CER,47407,N,2022-12-14
CER,47408,N,2022-12-14
CER,47409,N,2022-12-14
CER,47410,N,2022-12-14
CER,47411,N,2022-12-14
CER,47412,N,2022-12-14
CER,47413,N,2022-12-14
CER,47414,N,2022-12-14
CER,47415,N,2022-12-14
CER,47416,N,2022-12-14
CER,47417,N,2022-12-14
CER,47418,N,2022-12-14
CER,47419,N,2022-12-14
CER,47420,N,2022-12-14
CER,47421,N,2022-12-14
CER,47422,N,2022-12-14
CER,47423,N,2022-12-14
CER,47424,N,2022-12-14
CER,47425,N,2022-12-14
CER,47426,N,2022-12-14
CER,47427,N,2022-12-14
CER,47428,N,2022-12-14
CER,47429,N,2022-12-14
CER,47430,N,2022-12-14
CER,47431,N,2022-12-14
CER,47432,N,2022-12-14
CER,47433,N,2022-12-14
CER,47434,N,2022-12-14
CER,47435,N,2022-12-14
CER,47436,N,2022-12-14
CER,47437,N,2022-12-14
CER,47438,N,2022-12-14
CER,47439,N,2022-12-14
CER,47440,N,2022-12-14
CER,47441,N,2022-12-14
CER,47442,N,2022-12-14
CER,47443,N,2022-12-14
CER,47444,N,2022-12-14
CER,47445,N,2022-12-14
CER,47446,N,2022-12-14
CER,47447,N,2022-12-14
CER,47448,N,2022-12-14
CER,47449,N,2022-12-14
CER,47450,N,2022-12-14
CER,47451,N,2022-12-14
CER,47452,N,2022-12-14
CER,47453,N,2022-12-14
CER,47454,N,2022-12-14
CER,47455,N,2022-12-14
CER,47456,N,2022-12-14
CER,47457,N,2022-12-14
CER,47458,N,2022-12-14
CER,47459,N,2022-12-14
CER,47460,N,2022-12-14
CER,47461,N,2022-12-14
CER,47462,N,2022-12-14
CER,47463,N,2022-12-14
CER,47464,N,2022-12-14
CER,47465,N,2022-12-14
CER,47466,N,2022-12-14
CER,47467,N,2022-12-14
CER,47468,N,2022-12-14
CER,47469,N,2022-12-14
CER,47470,N,2022-12-14
CER,47471,N,2022-12-14
CER,47472,N,2022-12-14
CER,47473,N,2022-12-14
CER,47474,N,2022-12-14
CER,47475,N,2022-12-14
CER,47476,N,2022-12-14
CER,47477,N,2022-12-14
CER,47478,N,2022-12-14
CER,47479,N,2022-12-14
CER,47480,N,2022-12-14
CER,47481,N,2022-12-14
CER,47482,N,2022-12-14
CER,47483,N,2022-12-14
CER,47484,N,2022-12-14
CER,47485,N,2022-12-14
CER,47486,N,2022-12-14
CER,47487,N,2022-12-14
CER,47488,N,2022-12-14
CER,47489,N,2022-12-14
CER,47490,N,2022-12-14
CER,47491,N,2022-12-14
CER,47492,N,2022-12-14
CER,47493,N,2022-12-14
CER,47494,N,2022-12-14
CER,47495,N,2022-12-14
CER,47496,N,2022-12-14
CER,47497,N,2022-12-14
CER,47498,N,2022-12-14
CER,47499,N,2022-12-14
CER,47500,N,2022-12-14
CER,47501,N,2022-12-14
CER,47502,N,2022-12-14
CER,47503,N,2022-12-14
CER,47504,N,2022-12-14
CER,47505,N,2022-12-14
CER,47506,N,2022-12-14
CER,47507,N,2022-12-14
CER,47508,N,2022-12-14
CER,47509,N,2022-12-14
CER,47510,N,2022-12-14
CER,47511,N,2022-12-14
CER,47512,N,2022-12-14
CER,47513,N,2022-12-14
CER,47514,N,2022-12-14
CER,47515,N,2022-12-14
